id,title,description,type,release_year,genres,production_countries,Netflix Link,TMDb Trailer,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,type_netflix
ts36177,Glitch,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,SHOW,2015,"scifi, drama, horror, thriller",AU,https://www.netflix.com/watch/80108495,https://www.youtube.com/watch?v=swBhgvAAOnA,52,7.3,17240.0,48.448,6.8,1
ts37464,Occupied,"In the near future, Norway is occupied by Russia on behalf of the European Union, due to the fact that the newly elected environmental friendly Norwegian government has stopped the all important oil- and gas-production in the North Sea.",SHOW,2015,"war, thriller, drama",NO,https://www.netflix.com/watch/80092654,https://www.youtube.com/watch?v=yfqRRHaFyJg,45,7.7,8839.0,12.526,7.4,1
tm196296,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,MOVIE,2016,"fantasy, drama, thriller, animation, family, european","ES, US, GB",https://www.netflix.com/watch/80022607,https://www.youtube.com/watch?v=uW_GNKVuZ1c,108,7.5,86614.0,84.977,7.2,0
ts37971,Master of None,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",SHOW,2015,"drama, comedy",US,https://www.netflix.com/watch/80049714,https://www.youtube.com/watch?v=BHODdNs8vSo,32,8.3,72341.0,11.678,7.6,1
ts21885,Unbreakable Kimmy Schmidt,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",SHOW,2015,"comedy, drama",US,https://www.netflix.com/watch/80025384,https://www.youtube.com/watch?v=Hl4bOuGNMwo,30,7.6,70242.0,25.634,7.2,1
tm233214,Under the Shadow,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",MOVIE,2016,"thriller, horror, war, drama, fantasy","GB, IR, JO, QA",https://www.netflix.com/watch/80096786,https://www.youtube.com/watch?v=G_ATX4C8Pmw,84,6.8,27125.0,9.878,6.5,0
ts38783,Secret City,"Beneath the placid facade of Canberra, amidst rising tension between China and America, senior political journalist Harriet Dunkley uncovers a secret city of interlocked conspiracies, putting innocent lives in danger including her own.",SHOW,2016,"war, thriller",AU,https://www.netflix.com/watch/80211136,https://www.youtube.com/watch?v=o2R-DPhzfFY,50,7.4,7831.0,12.012,6.6,1
tm219233,Loving,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",MOVIE,2016,"drama, romance","GB, US",https://www.netflix.com/watch/81282329,https://www.youtube.com/watch?v=33g-ZHBQdNU,123,7.0,34139.0,16.664,6.7,0
tm219233,Loving,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",MOVIE,2016,"drama, romance","GB, US",https://www.netflix.com/watch/80099974,https://www.youtube.com/watch?v=33g-ZHBQdNU,123,7.0,34139.0,16.664,6.7,0
ts36983,Fuller House,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",SHOW,2016,"comedy, family",US,https://www.netflix.com/watch/80051137,https://www.youtube.com/watch?v=_wBTSss644w,27,6.7,27148.0,25.211,7.6,1
ts41963,Easy,"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture. First dates, friends with benefits, couples with kids. Whatever your relationship status is, it's always complicated.",SHOW,2016,"drama, comedy",US,https://www.netflix.com/watch/80095699,https://www.youtube.com/watch?v=7PxzSVhdj3s,30,6.9,13569.0,23.522,6.2,1
ts38204,Making a Murderer,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",SHOW,2015,"crime, documentation",US,https://www.netflix.com/watch/80000770,https://www.youtube.com/watch?v=qxgbdYaR_KQ,62,8.6,93456.0,8.723,7.9,1
tm199700,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",MOVIE,2015,"drama, romance, european","DE, GB, US, BE, DK",https://www.netflix.com/watch/80058477,https://www.youtube.com/watch?v=WAVj7WQfMaI,119,7.1,180805.0,21.369,7.6,0
tm200126,He Never Died,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,MOVIE,2015,"horror, fantasy, drama, thriller, comedy","CA, US",https://www.netflix.com/watch/80058460,https://www.youtube.com/watch?v=Uv66HRd-Opg,99,6.4,19936.0,10.541,6.1,0
ts36545,Quantico,"A diverse group of recruits has arrived at the FBI Quantico Base for training. They are the best, the brightest and the most vetted, so it seems impossible that one of them is suspected of masterminding the biggest attack on New York City since 9/11.",SHOW,2015,"drama, thriller, crime",US,https://www.netflix.com/watch/80063740,https://www.youtube.com/watch?v=wJp-BZpVBPA,43,6.6,60305.0,23.057,6.5,1
tm139532,Before I Wake,"In this intense and heart pounding supernatural thriller, Jessie (Kate Bosworth) and Mark (Thomas Jane) decide to take in a sweet and loving 8-year-old boy, Cody. Unbeknownst to them, Cody is terrified of falling asleep. At first, they assume his previous unstable homes caused his aversion to sleep, but soon discover why: Cody's dreams manifest in reality as he sleeps. In one moment they experience the incredible wonder of Cody's imagination, and in the next, the horrific nature of his night terrors. To save their new family, Jessie and Mark embark on a dangerous hunt to uncover the truth behind Cody's nightmares.",MOVIE,2016,"drama, fantasy, horror, thriller",US,https://www.netflix.com/watch/80002667,https://www.youtube.com/watch?v=7-1jKAc3RGk,97,6.2,45243.0,99.185,6.4,0
tm219248,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",MOVIE,2016,"drama, comedy",US,https://www.netflix.com/watch/80097349,https://www.youtube.com/watch?v=BSXn-lIs4Y0,97,7.3,70542.0,14.985,7.326,0
tm239743,Batman: The Killing Joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",MOVIE,2016,"drama, crime, thriller, animation, action",US,https://www.netflix.com/watch/80107414,https://www.youtube.com/watch?v=ZQTqu1_iQkw,72,6.4,55806.0,25.747,6.615,0
tm139841,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,MOVIE,2015,"horror, thriller","GB, US, CA",https://www.netflix.com/watch/80043834,https://www.youtube.com/watch?v=fChx_YZUAR0,97,5.3,53733.0,34.866,5.8,0
tm233521,Other People,"David, a struggling comedy writer fresh off from breaking up with his boyfriend, moves from New York City to Sacramento to help his sick mother. Living with his conservative father and much-younger sisters for the first time in ten years, he feels like a stranger in his childhood home. As his mother’s health declines, David frantically tries to extract meaning from this horrible experience and convince everyone (including himself) that he's ""doing okay.”",MOVIE,2016,"comedy, drama",US,https://www.netflix.com/watch/80098288,https://www.youtube.com/watch?v=Y8WlTcD5gxE,97,6.8,11243.0,5.903,6.4,0
ts35354,Zoo,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",SHOW,2015,"drama, thriller, scifi",US,https://www.netflix.com/watch/80993648,https://www.youtube.com/watch?v=IXoYKaIAKlE,43,6.6,24479.0,30.71,6.6,1
ts35354,Zoo,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",SHOW,2015,"drama, thriller, scifi",US,https://www.netflix.com/watch/80011206,https://www.youtube.com/watch?v=3HrRmNrj6NQ,43,6.6,24479.0,30.71,6.6,1
tm208622,American Ultra,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",MOVIE,2015,"comedy, action, scifi","US, CH",https://www.netflix.com/watch/80053615,https://www.youtube.com/watch?v=q9QnZYevO7Y,96,6.1,89912.0,20.733,6.1,0
ts38758,Ajin,"17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",SHOW,2016,"action, animation, drama, fantasy, thriller, horror, scifi",JP,https://www.netflix.com/watch/80043576,https://www.youtube.com/watch?v=OO21Sq_CB0A,24,7.6,6121.0,17.293,8.2,1
tm204035,Spectral,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,MOVIE,2016,"scifi, action, thriller",US,https://www.netflix.com/watch/80098200,https://www.youtube.com/watch?v=rmC3ZhIHHi4,109,6.3,58407.0,30.663,6.43,0
ts41913,Frequency,"Detective Raimy Sullivan is stunned when a voice suddenly crackles through her father’s old, long-broken ham radio – it’s Frank Sullivan, somehow transmitting over the airwaves and through the decades from 1996. Separated by twenty years, father and daughter have reunited on a frequency only they can hear, but can they rewrite the story of their lives without risking everyone they love?",SHOW,2016,"scifi, fantasy, thriller, drama",US,https://www.netflix.com/watch/80113641,https://www.youtube.com/watch?v=OQK-DChpn1M,18,7.5,13625.0,12.16,7.3,1
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny","A story of lost love, young love, a legendary sword and one last opportunity at redemption.",MOVIE,2016,"drama, fantasy, action",CN,https://www.netflix.com/watch/80039717,https://www.youtube.com/watch?v=WdhvxJZDqzU,103,6.1,19275.0,21.103,6.1,0
ts42655,Wanted,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",SHOW,2016,"drama, action, crime",AU,https://www.netflix.com/watch/80195522,https://www.youtube.com/watch?v=edpEspHOeVU,45,7.6,5693.0,12.755,7.2,1
ts42655,Wanted,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",SHOW,2016,"drama, action, crime",AU,https://www.netflix.com/watch/70075479,https://www.youtube.com/watch?v=q9Mr-iYZRZk,45,7.6,5693.0,12.755,7.2,1
ts3844,Aquarius,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",SHOW,2015,"drama, crime, thriller, european",US,https://www.netflix.com/watch/80113667,https://www.youtube.com/watch?v=6cnTTAmmjN0,43,7.1,12112.0,13.111,6.8,1
ts3844,Aquarius,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",SHOW,2015,"drama, crime, thriller, european",US,https://www.netflix.com/watch/80026224,https://www.youtube.com/watch?v=XvaFb6wZwTg,43,7.1,12112.0,13.111,6.8,1
tm136321,Advantageous,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.",MOVIE,2015,"scifi, drama, family",US,https://www.netflix.com/watch/80038420,https://www.youtube.com/watch?v=DGhJBWGhlkU,92,6.2,5378.0,6.297,6.0,0
tm233465,The Bye Bye Man,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",MOVIE,2016,"thriller, fantasy, horror, drama",US,https://www.netflix.com/watch/80103336,https://www.youtube.com/watch?v=S2DwrJ9S3f4,96,4.3,23588.0,28.381,5.2,0
ts42156,Degrassi: Next Class,"Follow a group of high school freshmen, sophomores, juniors, and seniors from Degrassi Community School, a fictional school in Toronto, Ontario, as they encounter some of the typical issues and challenges common to a teenager's life.",SHOW,2016,"drama, romance",CA,https://www.netflix.com/watch/80062047,https://www.youtube.com/watch?v=5YGhToYZ8Js,24,6.8,3205.0,12.075,7.0,1
tm136257,Beasts of No Nation,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",MOVIE,2015,"war, drama","US, GH",https://www.netflix.com/watch/80044545,https://www.youtube.com/watch?v=oRsaclO0VbU,137,7.7,80129.0,10.424,7.6,0
ts41906,The Disastrous Life of Saiki K.,"Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, Kusuo Saiki finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.",SHOW,2016,"scifi, comedy, animation, fantasy",JP,https://www.netflix.com/watch/80117781,https://www.youtube.com/watch?v=sbw7QB6nrTc,10,8.4,6649.0,40.266,8.4,1
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,"When Mikazuki Augus, a young member of a private security company known as the CGS, accepts a mission to protect a young woman seeking to liberate the Martian city of Chryse from Earth’s rule, he sets off a chain of events that threatens to send the galaxy back to war.",SHOW,2015,"scifi, war, action, drama, animation",JP,https://www.netflix.com/watch/80150290,https://www.youtube.com/watch?v=IddxplDVGw8,24,7.9,1623.0,9.168,7.1,1
tm238722,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",MOVIE,2016,"drama, romance",US,https://www.netflix.com/watch/80116204,https://www.youtube.com/watch?v=dpFyds_pS2E,97,6.7,99053.0,25.409,7.3,0
tm239683,Team Foxcatcher,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",MOVIE,2016,"documentation, crime, history, sport",US,https://www.netflix.com/watch/80044093,https://www.youtube.com/watch?v=WZczesrBFRA,91,7.3,6496.0,6.08,7.1,0
tm147082,"What Happened, Miss Simone?","The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",MOVIE,2015,"music, documentation",US,https://www.netflix.com/watch/70308063,https://www.youtube.com/watch?v=z7jIOawq8y8,101,7.6,13703.0,6.186,7.5,0
tm206512,Circle,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there. Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die... executed by a strange device in the center of the room.",MOVIE,2015,"scifi, thriller, horror, drama, european",US,https://www.netflix.com/watch/80070182,https://www.youtube.com/watch?v=JAlpm2oRzy8,87,6.0,52925.0,14.711,6.0,0
tm200690,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",MOVIE,2016,"thriller, scifi, drama, fantasy, horror",US,https://www.netflix.com/watch/80240691,https://www.youtube.com/watch?v=6hW8hUcXR-A,95,4.8,42148.0,33.204,5.2,0
tm200690,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",MOVIE,2016,"thriller, scifi, drama, fantasy, horror",US,https://www.netflix.com/watch/80049282,https://www.youtube.com/watch?v=lBgKi0XVn4A,95,4.8,42148.0,33.204,5.2,0
tm155102,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,MOVIE,2015,"thriller, horror","GB, US",https://www.netflix.com/watch/70296443,https://www.youtube.com/watch?v=pvyPmbBpBWw,83,5.3,14882.0,8.722,5.3,0
tm205812,The Siege of Jadotville,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,MOVIE,2016,"thriller, war, drama, action, history, european","IE, ZA",https://www.netflix.com/watch/80041653,https://www.youtube.com/watch?v=rHNtzyXvyLc,108,7.2,38308.0,11.351,7.2,0
tm245378,Barry,A biopic of Barack Obama set during his time as a college student in New York City.,MOVIE,2016,drama,US,https://www.netflix.com/watch/80144803,https://www.youtube.com/watch?v=i6qlPeS1kGY,104,5.9,7116.0,5.957,5.8,0
ts52830,Gilmore Girls: A Year in the Life,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",SHOW,2016,"comedy, drama",US,https://www.netflix.com/watch/80109415,https://www.youtube.com/watch?v=HvbhPt0z4yE,92,7.6,36359.0,14.808,7.6,1
tm225308,Into the Inferno,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",MOVIE,2016,documentation,"CA, DE, GB",https://www.netflix.com/watch/80066073,https://www.youtube.com/watch?v=YoSmPkWmG4k,104,7.2,8512.0,9.998,7.0,0
tm230551,Ip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",MOVIE,2015,"drama, action, history","HK, CN",https://www.netflix.com/watch/80076698,https://www.youtube.com/watch?v=klg-nxejrp8,105,7.0,54128.0,38.051,7.0,0
ts38731,Rebellion,"A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",SHOW,2016,"war, drama, history, european","GB, IE",https://www.netflix.com/watch/80094273,https://www.youtube.com/watch?v=INtDFn26Tgo,51,7.1,3658.0,13.651,7.1,1
ts42127,The Windsors,Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,SHOW,2016,comedy,GB,https://www.netflix.com/watch/80216651,https://www.youtube.com/watch?v=7GvHVCguMS0,27,7.1,2648.0,4.763,7.3,1
ts38809,The Get Down,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",SHOW,2016,"drama, music",US,https://www.netflix.com/watch/80025601,https://www.youtube.com/watch?v=FYcVrWDOiao,62,8.2,22304.0,7.479,7.348,1
tm253083,Blue Jay,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",MOVIE,2016,"romance, drama",US,https://www.netflix.com/watch/80117746,https://www.youtube.com/watch?v=zZGg9wqKVxw,81,7.3,17033.0,7.83,7.0,0
tm316731,Bert Kreischer: The Machine,Storyteller Bert Kreischer expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.,MOVIE,2016,comedy,US,https://www.netflix.com/watch/80992973,https://www.youtube.com/watch?v=nO0yqFSRo0Y,70,7.6,1513.0,2.92,7.7,0
tm244403,ARQ,Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,MOVIE,2016,"scifi, thriller, action",US,https://www.netflix.com/watch/80092885,https://www.youtube.com/watch?v=JY0DGLrd9GY,88,6.3,38463.0,20.157,6.1,0
ts79799,Dragons: Race to the Edge,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",SHOW,2015,"animation, action, scifi, family, comedy, drama, fantasy",US,https://www.netflix.com/watch/80039394,https://www.youtube.com/watch?v=MHMuKIi3km0,22,8.2,6161.0,52.569,8.2,1
tm239733,Headshot,"A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.",MOVIE,2016,"thriller, action, drama",ID,https://www.netflix.com/watch/80109145,https://www.youtube.com/watch?v=uDQFd1iQyjw,118,6.3,14608.0,19.074,6.5,0
ts38568,Flaked,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",SHOW,2016,"drama, romance, comedy",US,https://www.netflix.com/watch/80046249,https://www.youtube.com/watch?v=3I06HKFbygI,32,7.2,11264.0,8.853,6.9,1
ts37944,A Very Secret Service,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",SHOW,2015,"comedy, european",FR,https://www.netflix.com/watch/80097771,https://www.youtube.com/watch?v=K1eBLuiDK-w,27,7.7,3461.0,9.227,7.5,1
ts42137,Voltron: Legendary Defender,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,SHOW,2016,"action, scifi, animation, comedy, drama, family, fantasy",US,https://www.netflix.com/watch/80075595,https://www.youtube.com/watch?v=NXW1waqRCb0,24,8.1,8706.0,16.452,7.4,1
ts53155,Crazyhead,Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?,SHOW,2016,"comedy, horror, scifi, european",GB,https://www.netflix.com/watch/80104983,https://www.youtube.com/watch?v=_whoNJNxxO8,43,7.2,4985.0,6.442,6.7,1
ts38770,Lady Dynamite,"A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",SHOW,2016,"comedy, drama",US,https://www.netflix.com/watch/80046193,https://www.youtube.com/watch?v=_k7JfqSPDKA,30,7.3,3655.0,6.236,7.4,1
tm244381,Marauders,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,MOVIE,2016,"thriller, action, crime",CA,https://www.netflix.com/watch/80113676,https://www.youtube.com/watch?v=FX2BNMwH3Ag,107,5.5,21929.0,17.087,5.8,0
tm233533,White Girl,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",MOVIE,2016,"drama, horror, crime",US,https://www.netflix.com/watch/80098467,https://www.youtube.com/watch?v=zXDr-mZkRTQ,88,5.7,10646.0,17.731,5.7,0
ts42119,Greenleaf,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquity—greed, adultery, sibling rivalry and conflicting values—that threatens to tear apart the very core of their faith that holds them together.",SHOW,2016,drama,US,https://www.netflix.com/watch/80140955,https://www.youtube.com/watch?v=RAezT88migU,42,7.3,5158.0,18.424,7.4,1
tm214825,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",MOVIE,2015,"western, action, comedy",US,https://www.netflix.com/watch/80039517,https://www.youtube.com/watch?v=qUp7Qgimn38,119,4.8,47935.0,40.711,5.152,0
tm238661,Special Correspondents,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,MOVIE,2016,comedy,"US, CA, GB",https://www.netflix.com/watch/80048940,https://www.youtube.com/watch?v=3kKTFAEQgSY,100,5.8,23669.0,10.794,5.7,0
tm243121,Mascots,Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.,MOVIE,2016,comedy,US,https://www.netflix.com/watch/80075476,https://www.youtube.com/watch?v=rPxuwEA7Avc,89,5.8,7381.0,8.794,5.4,0
tm270504,Mindhorn,"A washed up actor best known for playing the title character in the 1980s detective show ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be real.",MOVIE,2016,"comedy, thriller",GB,https://www.netflix.com/watch/80157866,https://www.youtube.com/watch?v=lA5njebTiZY,89,6.3,12474.0,8.406,6.1,0
tm239707,The Do-Over,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,MOVIE,2016,"action, comedy",US,https://www.netflix.com/watch/80063265,https://www.youtube.com/watch?v=bOsBZCrkGQo,108,5.7,45146.0,11.466,5.672,0
tm242736,Bo Burnham: Make Happy,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",MOVIE,2016,"comedy, music, documentation",US,https://www.netflix.com/watch/80106124,https://www.youtube.com/watch?v=TXBbLRRGxMc,60,8.4,14356.0,8.245,8.2,0
ts76956,The Letdown,"Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother & fancy-free best friend, make it damn near impossible.",SHOW,2016,comedy,AU,https://www.netflix.com/watch/80198635,https://www.youtube.com/watch?v=TRg_dRz5xAY,30,7.5,3253.0,2.7,7.9,1
ts54028,Case,A dramatic thriller about a broken lawyer who seeks redemption through his investigation into the suspicious suicide of a teenage ballet prodigy.,SHOW,2015,"crime, drama, thriller",IS,https://www.netflix.com/watch/80114869,https://www.youtube.com/watch?v=Q9ij1MUCXVg,46,7.0,2688.0,3.389,7.3,1
tm208903,For the Love of Spock,"The life of Star Trek's Mr. Spock — as well as that of Leonard Nimoy, the actor who played Mr. Spock for almost fifty years —written and directed by his son, Adam.",MOVIE,2016,documentation,"CA, US",https://www.netflix.com/watch/80115102,https://www.youtube.com/watch?v=VwbdeyymCU8,105,7.6,4349.0,8.63,7.5,0
tm136061,Suffragette,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.,MOVIE,2015,"drama, history","FR, GB",https://www.netflix.com/watch/80046819,https://www.youtube.com/watch?v=gYXfARbezcA,106,6.9,41529.0,12.013,7.3,0
tm247642,Amanda Knox,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.",MOVIE,2016,"crime, documentation, european","DK, US",https://www.netflix.com/watch/80081155,https://www.youtube.com/watch?v=NueLjUNB-GM,92,6.9,23969.0,8.847,6.7,0
tm219276,Tallulah,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",MOVIE,2016,"drama, romance, comedy",US,https://www.netflix.com/watch/80093198,https://www.youtube.com/watch?v=8WSz2s-Gemc,111,6.7,20111.0,7.195,6.8,0
tm135543,By the Sea,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",MOVIE,2015,"drama, european, romance","US, FR",https://www.netflix.com/watch/80057298,https://www.youtube.com/watch?v=LRXPszwv4Uc,122,5.3,20541.0,10.203,5.6,0
tm233544,Marco Polo: One Hundred Eyes,Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.,MOVIE,2015,"action, history, drama",US,https://www.netflix.com/watch/80083594,https://www.youtube.com/watch?v=CeUhXYmGKU4,28,7.8,10742.0,6.475,7.3,0
